president,subgroup,modeldate,startdate,enddate,pollster,grade,samplesize,population,weight,influence,approve,disapprove,adjusted_approve,adjusted_disapprove,multiversions,tracking,url,poll_id,question_id,createddate,timestamp,,
Donald Trump,All polls,7/3/2018,9/13/2017,9/17/2017,Ipsos,B+,1585,a,0.1515205,0,39.4,54.9,39.66972,53.58869,,T,http://polling.reuters.com/#poll/CP3_2/,50222,78920,9/19/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,9/14/2017,9/18/2017,Ipsos,B+,1560,a,0.1476415,0,37.5,56.5,37.76972,55.18869,,T,http://polling.reuters.com/#poll/CP3_2/,50221,78919,9/19/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,9/15/2017,9/17/2017,Gallup,B,1500,a,0.1470236,0,38,56,39.10976,54.0396,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50217,78910,9/18/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,9/14/2017,9/17/2017,Morning Consult,B-,1994,rv,0.5854484,0,43,52,39.57074,54.47749,,,http://www.politico.com/f/?id=0000015e-9b58-d079-a3fe-dbdcaea70001,50227,78926,9/20/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,9/13/2017,9/18/2017,Kaiser Family Foundation,,1179,a,1.564994,0,38,57,38.53371,55.38422,,,http://files.kff.org/attachment/Topline-Kaiser-Health-Tracking-Poll-September-2017-Whats-Next-for-Health-Care,50248,78958,9/25/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,9/14/2017,9/18/2017,NBC News/Wall Street Journal,A-,900,a,1.484638,0,43,52,42.66942,52.35004,,,http://msnbcmedia.msn.com/i/MSNBC/Sections/A_Politics/HUB_NBCPolitics_Front/17363%20NBCWSJ%20September%20Poll%20(9-21-17%20Release).pdf,50231,78933,9/21/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,9/14/2017,9/18/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.2425136,0,43,55,37.76586,55.39643,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50219,78912,9/19/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,9/15/2017,9/19/2017,Ipsos,B+,1557,a,0.1453907,0,39,54.8,39.26972,53.48869,,T,http://polling.reuters.com/#poll/CP3_2/,50239,78943,9/22/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,9/14/2017,9/20/2017,icitizen,,2000,a,0.676241,0,42,57,43.703,51.05598,,,https://projects.fivethirtyeight.com.s3.amazonaws.com/polls/2018_icitizen_national.pdf,50959,80600,2/28/2018,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,9/16/2017,9/18/2017,Gallup,B,1500,a,0.1470236,0,38,55,39.10976,53.0396,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50220,78913,9/19/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,9/15/2017,9/19/2017,Monmouth University,A+,1009,a,2.140762,0,40,49,40.19596,50.69796,,,https://www.monmouth.edu/polling-institute/reports/MonmouthPoll_US_092017/,50228,78929,9/20/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,9/17/2017,9/19/2017,Gallup,B,1500,a,0.1470236,0,39,55,40.10976,53.0396,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50229,78931,9/20/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,9/15/2017,9/21/2017,SurveyMonkey,D-,9061,a,0.1956422,0,45,53,42.84014,51.53904,,,https://drive.google.com/file/d/0BztOs71zt1WpM19EY0ZCalBMRWM/view,50235,78938,9/22/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,9/16/2017,9/20/2017,Ipsos,B+,1626,a,0.149339,0,38.2,55.9,38.46972,54.58869,,T,http://polling.reuters.com/#poll/CP3_2/,50238,78942,9/22/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,9/17/2017,9/19/2017,YouGov,B,1500,a,0.8102536,0,39,49,39.82018,51.45123,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/pg2ybma1jb/econTabReport.pdf,50226,78924,9/20/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,9/17/2017,9/19/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.1346041,0,42,56,36.76586,56.39643,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50225,78923,9/20/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,9/17/2017,9/20/2017,Harris Interactive,C+,2177,rv,1.299658,0,45,55,41.8496,54.17472,,,http://harvardharrispoll.com/wp-content/uploads/2017/09/HHP-September-Wave_Topline-Memo_No-Banners_Registered-Voters.pdf,50247,78957,9/25/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,9/17/2017,9/21/2017,Ipsos,B+,1625,a,0.1468206,0,38.3,56.4,38.56972,55.08869,,T,http://polling.reuters.com/#poll/CP3_2/,50237,78941,9/22/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,9/18/2017,9/20/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.1351094,0,43,55,37.76586,55.39643,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50230,78932,9/21/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,9/17/2017,9/20/2017,CNN/SSRS,A-,1053,a,1.437264,0,40,55,40.72778,54.20118,,,http://i2.cdn.turner.com/cnn/2017/images/09/21/trumpapprovalpoll.pdf,50233,78936,9/21/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,9/17/2017,9/20/2017,American Research Group,C+,1100,a,1.148289,0,35,59,36.9022,56.55806,,,http://americanresearchgroup.com/economy/,50240,78947,9/22/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,9/18/2017,9/20/2017,Gallup,B,1500,a,0.1470236,0,37,56,38.10976,54.0396,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50232,78935,9/21/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,9/18/2017,9/21/2017,ABC News/Washington Post,A+,1002,a,2.024158,0,39,57,39.72187,55.68138,,,https://www.washingtonpost.com/page/2010-2019/WashingtonPost/2017/09/24/National-Politics/Polling/question_19252.xml?uuid=2UuPTqDcEeeyp7xwtvmAiQ,50242,78949,9/24/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,9/19/2017,9/21/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.1353645,0,43,55,37.76586,55.39643,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50244,78954,9/25/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,9/18/2017,9/22/2017,Ipsos,B+,1660,a,0.1475504,0,38.3,56,38.56972,54.68869,,T,http://polling.reuters.com/#poll/CP3_2/,50255,78969,9/26/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,9/19/2017,9/20/2017,Lucid,B-,1301,a,0.7237318,0,38.21,48.66,39.89028,51.283,,,https://docs.google.com/spreadsheets/d/17Hc0loE6wXtGEWShWsC7X2xG1adogmfzYpb21KkPkV0/edit#gid=652311423,50307,79042,10/10/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,9/19/2017,9/21/2017,Gallup,B,1500,a,0.1470236,0,38,56,39.10976,54.0396,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50236,78940,9/22/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,9/20/2017,9/21/2017,Public Policy Polling,B,638,rv,0.7879484,0,42,54,41.30305,54.4044,,,http://www.savemycare.org/wp-content/uploads/2017/09/NationalResults.pdf,50234,78937,9/22/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,9/20/2017,9/22/2017,Gallup,B,1500,a,0.1470236,0,37,56,38.10976,54.0396,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50241,78948,9/23/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,9/19/2017,9/23/2017,Ipsos,B+,1667,a,0.1457888,0,38.6,55.2,38.86972,53.88869,,T,http://polling.reuters.com/#poll/CP3_2/,50254,78968,9/26/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,9/20/2017,9/24/2017,Ipsos,B+,1643,a,0.1414445,0,37.8,56.3,38.06972,54.98869,,T,http://polling.reuters.com/#poll/CP3_2/,50253,78967,9/26/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,9/21/2017,9/23/2017,Gallup,B,1500,a,0.1470236,0,40,54,41.10976,52.0396,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50243,78953,9/24/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,9/20/2017,9/24/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.0812957,0,44,54,38.76586,54.39643,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50245,78955,9/25/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,9/22/2017,9/24/2017,Gallup,B,1500,a,0.1470236,0,39,54,40.10976,52.0396,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50246,78956,9/25/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,9/22/2017,9/24/2017,Morning Consult,B-,1987,rv,0.6794633,0,43,54,39.57074,56.47749,,,http://www.politico.com/f/?id=0000015e-c003-d73c-a1fe-f8176aed0000,50261,78978,9/28/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,9/21/2017,9/25/2017,Ipsos,B+,1663,a,0.1409918,0,38.4,55.6,38.66972,54.28869,,T,http://polling.reuters.com/#poll/CP3_2/,50252,78966,9/26/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,9/21/2017,9/25/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.2425136,0,42,56,36.76586,56.39643,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50250,78960,9/26/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,9/15/2017,9/30/2017,Cards Against Humanity/Survey Sampling International,,1000,a,0.9310151,0,36,48,37.04837,50.68863,,,https://thepulseofthenation.com/downloads/201709-CAH_PulseOfTheNation_Crosstabs.pdf,50764,80168,1/8/2018,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,9/21/2017,9/24/2017,CBS News,A-,1202,a,1.960779,0,35,55,36.16127,54.32074,,,https://docs.cbsnews.com/20/toplines-cbs-pm-poll-9-25-17.pdf,50249,78959,9/26/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,9/21/2017,9/26/2017,Quinnipiac University,A-,1412,rv,1.857835,0,36,57,37.69376,55.54246,,,https://poll.qu.edu/images/polling/us/us09272017_Uphy49k.pdf/,50259,78975,9/27/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,9/21/2017,9/26/2017,icitizen,,1160,a,0.409149,0,34,65,35.703,59.05598,,,https://projects.fivethirtyeight.com.s3.amazonaws.com/polls/2018_icitizen_national.pdf,50958,80599,2/28/2018,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,9/23/2017,9/25/2017,Gallup,B,1500,a,0.1470236,0,39,56,40.10976,54.0396,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50251,78961,9/26/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,9/22/2017,9/26/2017,Ipsos,B+,3439,a,0.2873197,0,37.7,56.7,37.96972,55.38869,,T,http://polling.reuters.com/#poll/CP3_2/,50268,78987,9/29/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,9/22/2017,9/25/2017,Public Policy Polling,B,865,rv,1.054143,0,42,53,41.30305,53.4044,,,http://www.publicpolicypolling.com/pdf/2017/PPP_Release_National_92817.pdf,50264,78982,9/28/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,9/23/2017,9/27/2017,Ipsos,B+,3443,a,0.2852479,0,37.5,57.1,37.76972,55.78869,,T,http://polling.reuters.com/#poll/CP3_2/,50267,78986,9/29/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,9/24/2017,9/26/2017,YouGov,B,1500,a,0.8782233,0,37,53,37.82018,55.45123,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/qok43jc8xn/econTabReport.pdf,50257,78971,9/27/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,9/22/2017,9/28/2017,SurveyMonkey,D-,16683,a,0.3160085,0,40,57,37.84014,55.53904,,,https://drive.google.com/file/d/0BztOs71zt1WpTmZtaHBkbnNTVGM/view,50270,78992,9/29/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,9/24/2017,9/26/2017,Fox News,A,1017,rv,1.802447,0,42,53,40.37115,53.9257,,,https://www.foxnews.com/politics/interactive/2017/09/27/fox-news-poll-september-27-2017.html,50260,78977,9/27/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,9/24/2017,9/26/2017,Gallup,B,1500,a,0.1470236,0,37,58,38.10976,56.0396,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50258,78974,9/27/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,9/24/2017,9/26/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.1346041,0,43,56,37.76586,56.39643,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50256,78970,9/27/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,9/25/2017,9/27/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.1351094,0,43,56,37.76586,56.39643,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50262,78980,9/28/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,9/25/2017,9/27/2017,Gallup,B,1500,a,0.1470236,0,36,59,37.10976,57.0396,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50263,78981,9/28/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,9/25/2017,9/27/2017,Marist College,A,1105,a,1.913696,0,37,54,38.00963,55.01273,,,http://maristpoll.marist.edu/wp-content/misc/usapolls/us170925_PBS/PBS_NewsHour_Marist%20Poll_Nature%20of%20the%20Sample%20and%20Tables_Trump_September%202017.pdf#page=3,50285,79015,10/4/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,9/24/2017,9/28/2017,Ipsos,B+,3456,a,0.2856431,0,38.1,56.7,38.36972,55.38869,,T,http://polling.reuters.com/#poll/CP3_2/,50266,78985,9/29/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,9/26/2017,9/28/2017,CNN/SSRS,A-,1037,a,1.373283,0,37,56,37.72778,55.20118,,,http://i2.cdn.turner.com/cnn/2017/images/09/29/rel9.-.nfl.and.trump.pdf,50289,79020,10/5/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,9/26/2017,9/27/2017,Lucid,B-,1221,a,0.660095,0,34.57,52.77,36.25028,55.393,,,https://docs.google.com/spreadsheets/d/14_slK2mca2KhZLhFUVeQeVtfOq6HgBdiFcB1bbDfFS4/edit?usp=sharing,50306,79041,10/10/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,9/25/2017,9/29/2017,Ipsos,B+,3568,a,0.2959515,0,38.3,56.8,38.56972,55.48869,,T,http://polling.reuters.com/#poll/CP3_2/,50280,79007,10/3/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,9/26/2017,9/28/2017,Gallup,B,1500,a,0.1470236,0,37,59,38.10976,57.0396,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50269,78991,9/29/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,9/26/2017,9/28/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.1353645,0,45,54,39.76586,54.39643,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50265,78984,9/29/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,9/27/2017,9/29/2017,Gallup,B,1500,a,0.1470236,0,37,58,38.10976,56.0396,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50271,78994,9/30/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,9/26/2017,9/30/2017,Ipsos,B+,3551,a,0.2976068,0,37.9,57.4,38.16972,56.08869,,T,http://polling.reuters.com/#poll/CP3_2/,50279,79006,10/3/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,9/27/2017,10/1/2017,Suffolk University,B+,1000,rv,1.491611,0,37.7,55.9,37.39145,56.01473,,,http://www.suffolk.edu/documents/SUPRC/10_5_2017_tables.pdf,50287,79018,10/5/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,9/28/2017,9/30/2017,Gallup,B,1500,a,0.1470236,0,38,57,39.10976,55.0396,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50272,78995,10/1/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,9/27/2017,10/1/2017,Ipsos,B+,1728,a,0.1473468,0,38.6,57,38.86972,55.68869,,T,http://polling.reuters.com/#poll/CP3_2/,50278,79005,10/3/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,9/27/2017,10/1/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.0812957,0,42,57,36.76586,57.39643,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50273,78996,10/2/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,9/28/2017,10/2/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.2425136,0,42,57,36.76586,57.39643,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50275,78998,10/3/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,9/29/2017,10/1/2017,Gallup,B,1500,a,0.1470236,0,37,57,38.10976,55.0396,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50274,78997,10/2/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,9/28/2017,10/2/2017,Ipsos,B+,1706,a,0.1481063,0,39,56.8,39.26972,55.48869,,T,http://polling.reuters.com/#poll/CP3_2/,50277,79004,10/3/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,9/29/2017,10/1/2017,Morning Consult,B-,1992,rv,0.7198189,0,45,52,41.57074,54.47749,,,https://morningconsult.com/wp-content/uploads/2017/04/170923_topline_Politico_v1_AP-2.pdf,50283,79012,10/4/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,9/28/2017,10/2/2017,AP-NORC,,1150,a,1.339724,0,32,67,33.38039,62.76605,,,http://www.apnorc.org/PDFs/AP-NORC%20September%202017/AP%20Custom%20Poll%20Topline%20SEPTEMBER_presidency.pdf,50297,79032,10/6/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,9/30/2017,10/2/2017,Gallup,B,1500,a,0.1470236,0,38,57,39.10976,55.0396,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50276,78999,10/3/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,9/29/2017,10/3/2017,Ipsos,B+,1661,a,0.1469025,0,37.3,57.8,37.56972,56.48869,,T,http://polling.reuters.com/#poll/CP3_2/,50296,79031,10/6/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,9/28/2017,10/4/2017,icitizen,,2042,a,0.5945675,0,39,60,40.703,54.05598,,,https://projects.fivethirtyeight.com.s3.amazonaws.com/polls/2018_icitizen_national.pdf,50957,80598,2/28/2018,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,9/30/2017,10/4/2017,Ipsos,B+,1555,a,0.1401872,0,36.4,58.4,36.66972,57.08869,,T,http://polling.reuters.com/#poll/CP3_2/,50295,79030,10/6/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,10/1/2017,10/3/2017,Gallup,B,1500,a,0.1470236,0,39,57,40.10976,55.0396,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50284,79014,10/4/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,10/1/2017,10/3/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.1346041,0,44,55,38.76586,55.39643,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50281,79008,10/4/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,10/1/2017,10/3/2017,YouGov,B,1500,a,0.897878,0,39,54,39.82018,56.45123,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/x7ybkikwvr/econTabReport.pdf,50282,79009,10/4/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,9/29/2017,10/4/2017,SurveyMonkey,D-,15120,a,0.2663975,0,41,57,38.84014,55.53904,,,https://drive.google.com/file/d/0BztOs71zt1WpVDRiLWRDWnZrMHM/view,50291,79022,10/5/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,10/1/2017,10/5/2017,Ipsos,B+,1516,a,0.1393612,0,35.6,58.7,35.86972,57.38869,,T,http://polling.reuters.com/#poll/CP3_2/,50294,79029,10/6/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,10/2/2017,10/4/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.1351094,0,45,54,39.76586,54.39643,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50286,79017,10/5/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,10/2/2017,10/4/2017,Gallup,B,1500,a,0.1470236,0,39,56,40.10976,54.0396,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50288,79019,10/5/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,10/2/2017,10/6/2017,Ipsos,B+,1397,a,0.1309786,0,36,58.8,36.26972,57.48869,,T,http://polling.reuters.com/#poll/CP3_2/,50327,79073,10/13/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,9/29/2017,10/8/2017,IBD/TIPP,A-,887,a,1.507878,0,33,61,35.0829,59.26029,,,http://www.investors.com/politics/trumps-tax-plan-gets-high-marks-as-his-approval-rating-stumbles-ibdtipp-poll/,50304,79039,10/10/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,10/3/2017,10/4/2017,Lucid,B-,1105,a,0.5994494,0,36.2,51.62,37.88028,54.243,,,https://docs.google.com/spreadsheets/d/1DoH34Bf2DM5lYLVE6dpoXXgUz_ww2ZpfI6Ff9BQmYuI/edit#gid=46686678,50305,79040,10/10/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,10/3/2017,10/5/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.1353645,0,46,53,40.76586,53.39643,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50292,79024,10/6/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,10/3/2017,10/5/2017,Gallup,B,1500,a,0.1470236,0,39,57,40.10976,55.0396,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50293,79025,10/6/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,10/4/2017,10/6/2017,Gallup,B,1500,a,0.1470236,0,39,56,40.10976,54.0396,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50299,79034,10/7/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,10/3/2017,10/7/2017,Ipsos,B+,1507,a,0.1440601,0,35.2,59.3,35.46972,57.98869,,T,http://polling.reuters.com/#poll/CP3_2/,50343,79099,10/17/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,10/4/2017,10/8/2017,Ipsos,B+,1523,a,0.1479913,0,35.4,59.8,35.66972,58.48869,,T,http://polling.reuters.com/#poll/CP3_2/,50342,79098,10/17/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,10/5/2017,10/7/2017,Gallup,B,1500,a,0.1470236,0,38,57,39.10976,55.0396,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50300,79035,10/8/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,10/4/2017,10/8/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.0812957,0,44,55,38.76586,55.39643,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50301,79036,10/9/2017,15:18:36  3 Jul 2018,,
Donald Trump,All polls,7/3/2018,10/6/2017,10/8/2017,Gallup,B,1500,a,0.1470236,0,37,56,38.10976,54.0396,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50302,79037,10/9/2017,15:18:36  3 Jul 2018,,
